-11540492 -939571873 -382122916 589587853 -1384200851 -2028530846 720105237 -218558423 2037829807 1522531239 943415021 -660126250 -2142247786 -410205103 976519754 -1515347292 -1996032575 -997020478 1619347557 86647679 -33153918 -283965828 1712026912 967117568 -1417913673 -1232636008 1362728423 1740521570 1413501502 730753489 230205036 -67893360 1574519920 -1640171158 -232975044 1027679356 -1852577444 -797594058 1293703891 -784115522 -1504945017 1961165626 954545559 -895161783 -1161408107 1183051700 -1481034110 666047094 -1389569426 685515829 -1404059925 1350087118 -1505781038 1075234498 1186139510 1391118988 -1227305623 210539460 1126525898 -1814507437 -1855013202
13623308 -152173270 661718420 -1265454996 -1927590730 -807720484 529227984 356372990 537351431 734662480 -1839376079 910386903 152845096 1239056086 -1813221214 -1930912451 1692501049 1499135058 74211364 -1547211519 -691117395 1707260406 -1151306993 -802249624 -1017668047 797028093 -1909588345 397600512 910546221 -1738127478 -1023051762 -527115006 -2011498744 -1422536337 2028047603 -182267864 1288295266 1041408109 -1840880559 2114032731 617626981 -756867192 849726261 1374274755 -1360981478 -2010993334 -133317370 -1020480793 28310992 -1154136155 1297716137 -1023796772 -2032157491 1497867723 1878411330 -1312672063 106140870 1444831492 -2064367113 -371811248 234007339
-4184068 -519785314 -181950031 -609014769 1746338458 -2034380307 306502911 -2079746671 1574265143 209369308 -2018984543 1784758295 848050292 576200462 2125693072 82297895 -1647641638 1589439692 1129473093 213996520 1960134722 -1993769639 1763198853 1948328606 1921854405 501932854 876492850 -1166637286 -2000025362 1914919062 1233569395 -2023711413 1849873290 -1211363168 1246846216 -724024180 -2000517318 394980413 953492889 1913728339 737155830 -103140655 1751778151 548421971 1738906382 -2062345623 1990278392 -1016052091 -378181530 907528485 -1156560957 -1024229658 1911645731 -1971767906 665310318 404790495 110766852 1414673938 1765661185 -1652739145 -399504537
-5230597 1613165034 716699226 -1926404080 1065432293 -946465677 1660407418 -1260610913 54983639 -92454385 502682513 -1404948115 -1337994550 -1269782511 -620743137 -1512694691 -693071151 2092714431 479035055 -1826353126 592084541 -1276400398 -891073429 834498116 578490868 1898567493 -1080286731 -1001078856 -2087370545 917429146 -323495298 -1136123471 -2069498895 772329993 1093500008 -678675431 1038157044 2099649566 207296492 -518823641 302846050 -568805329 1408998566 -1351735794 1445141737 -1928417323 1287847208 -1787645025 2097646604 927025531 -488176476 2089092473 -2133668560 -460850378 1161160690 -2065071170 1543564906 714971130 399238358 -995738649 -2030114801
-14671886 1640496232 930251671 -1808805914 -946259237 -319338097 -1797557525 2046697091 1292129669 1670800913 1636074230 -801594829 -2024267829 -1809817590 -18706735 804736993 -1847092292 -1651720880 872628122 -503363328 1527174831 1301884448 -1759175355 640162593 565799180 -1564034971 -844362507 937687097 737932587 -1735690901 1238133389 1387454773 -737644242 30394930 -2005787326 -2107164418 -741312101 -1137029505 856149924 1164649214 -107671988 -349839575 604917369 -1141569451 59799134 2081881216 -775203146 544371663 -1384584472 -1907392292 -513695802 1533989779 -492257337 -524846821 -118857032 -422848082 1331241232 1759418669 1154683473 -1110713001 -1960450171
-7311367 -1502380771 -1644505787 -27163627 278255187 975799383 -1885916064 -1870431676 2048340730 -1154791910 -745527083 -1249095186 1715268441 -629640424 515221319 1191461413 541924043 -1008429770 427715819 149520027 -1667846751 353752117 600279598 -1481290710 1619247455 -317934707 -996295299 1379694724 -828749138 119285842 814180745 -761283595 959169363 859225440 -1565364344 -1677445687 1446102343 818301426 -1602879953 1675647769 1449318584 1060487526 -1572589675 -355282687 -1332191198 425160720 1124440606 15877148 689261878 1918767713 -657446462 -1096085622 -1861009972 1657763251 -1661430051 1994294628 114668252 -1703510909 -2089833869 -1015418157 1687032302
-6299655 -1496366632 -581158696 -1480206812 -2058563217 1899246769 860522231 892947845 -1852038213 1499501533 1660445760 1017420970 -1108399953 459042820 -1836143641 -1914761587 1316065394 162527685 -309990536 1007064761 1051241457 -1198534553 1074438138 1879834728 1946901950 -610553823 -955452461 -2028841654 1810663243 301869076 -1737475547 2010003882 1944524841 771932025 1585543022 71881487 -338606928 1668681066 -155502285 -1133902575 -1643371802 -1202201676 -75906708 47608211 -467015893 -1377384965 -1087122320 -339805559 -1201656657 -1723282188 857459018 522253865 936909280 1948414990 729774754 -646769553 -202222436 1293606702 -34644654 684421890 -499513230
7344135 370973640 1238288347 -690531481 640013185 -985395718 -245766667 -1560781386 1408764451 1602045810 1442688724 -1303229233 -1475849864 1307992541 963851369 1687489957 -1508511079 1233946697 -148742540 2053915023 1770702539 90109012 542957019 901571790 -597984357 504543819 -196042609 1765619979 637717211 678722778 -891252580 -509168397 -2093150008 441717745 -5291682 345926318 2020022245 -658835302 -309789462 1841020858 -412549493 1399530464 -341565920 1760731224 676189276 -498431761 107465892 764223948 685191763 -469902636 -537234592 1924357779 1954030980 726886098 1700448715 173554404 1941297962 -1096446651 2059316840 -1880795818 2140774559
1046528 219837188 -434880372 -1793133275 233795840 -671095624 -1899804739 54155726 -368392562 -671880718 837558112 -1304317008 122102628 1211518227 1470056630 1367164968 366352163 1996236448 -860763846 -187374042 1937910340 848170259 -937871293 408190421 52790864 -1568802191 1012404841 968685224 -1193846125 651357149 1264309978 -1992643043 941849018 944373626 1329531577 -221066009 -984665331 468433365 1939381908 1649524780 1307911933 -1919047674 5715198 556828787 -783949221 667147333 532678341 1201606645 924464686 192134740 -193073594 -1251642165 -497277126 -1086018200 -743617781 -1944914577 482877258 1861287934 -852097608 -793835898 1314829599
8388616 -806384687 716607614 -350026322 -286352792 73525405 -228728269 1087439817 -54238687 -59870400 -2136610654 -1440345935 1271669156 1570398012 -2085441881 1246437338 -1447260383 1312551655 491144620 747816573 1387050557 -1977926892 638433561 617039112 1971056986 1094935563 -1685352130 809795292 331234762 -317984862 1424948509 1509121318 1854165264 2122683839 -1647435653 1273710835 1819940178 1148914517 1582234195 1796796381 -79610235 -759752240 1024832676 1275183534 -3564658 2063632912 -709245626 1133469375 -1713396207 -981126891 -265072695 104375532 -403851552 1367621754 -410343962 1372420952 -1932689430 365570511 -988511188 -61989071 1351916678
-10496011 1003001127 434862808 -209923895 -233929923 80802529 134149626 1254766690 1662949409 -194280853 -185281347 345680380 -1394187423 -1926626580 -1249417854 -1167917161 -26778731 -354422798 1499532559 867226864 -2039438600 -993418473 2084499674 -390034889 -162682557 -565967403 7871036 -674723444 -681092933 1445043717 -349611294 -1274447783 446971811 -528304170 361987613 -1885454244 -2013829888 -1014697526 308909362 -390436355 1473338040 1844233711 29231677 1743941457 -1417091012 1668286248 352065660 -998798214 -1116853674 957953012 -194212065 1775039863 1871131197 -829082291 1454821729 165977877 -1564793936 1274583139 1928919787 -811014776 128691837
3151875 -1999375596 -358576684 -1972801812 -401298389 239418098 456329238 946315491 -2017041341 -1375904406 -1900744120 410617550 -192560780 -219774012 -1161887843 -221998983 167923266 1943761112 -361528216 -1678574821 -1582847181 867337715 -123603595 819048913 -422746583 -1593066812 1648490949 901313285 461570461 -509171647 -1942700197 -915905781 -1904234534 -829360976 -1140330745 -427611831 2027518079 438460345 570786714 -1390330360 -642720118 -1957430566 -557384827 -1118657318 -328006984 -530392782 -1536332631 346589699 -1490706848 1931826730 -251947462 1254391886 711215804 2137811004 1532389211 1741805957 457400786 996830079 -540866610 -390000153 -616744814
-1028097 -1980199666 1891639305 629841130 871585499 -1546054411 576272341 -1045093603 -311119281 612680755 748833083 403014398 -257768688 -1436005379 403679610 -422225320 -1394976920 74464155 -611628899 -273266058 2033759072 -1123842696 -1438845945 -444231978 24636655 1854915487 -242832315 -739213756 521114291 -387469056 -1402416860 -881896892 -124068352 1102752990 -392129073 2049782804 1653890475 -24206884 941132534 1366353194 809322924 -1485686994 781281553 -1680800717 -918025089 271023957 -625515864 -53729322 1447809075 1324621193 -1686083338 -1099093404 366294649 -1087442175 -580637460 -887043480 -730260882 1642195083 -987413087 1536782756 91484920
-7317511 -1739595867 -487187271 933769388 1229020257 1193908034 1245011197 427854451 1510799297 -862141986 1145283370 -78518785 -904628142 -1371138734 740518795 1728322750 1975945887 -912348742 367413645 -1578851659 -1408547653 2087553447 -1873801192 -1199844794 -1311663980 2125860368 -332721376 -1916538023 -1574324464 241936709 1900772067 -1559681694 1922776345 -277471438 -491314545 119475104 730723955 -1664067071 905492259 -1463861458 1200770852 156493949 -2070034921 -2129522670 -232852704 812812060 164016932 -570119878 -273535530 338177623 -239538310 -1379480219 -273876823 -1655684742 -527295599 -250377017 215415741 -1246932771 -1821064975 870050588 1900965304
